Instance,Type,Name,ID
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant PreART Male, 1-14yrs",ZYP83r2IX8c.MT7agocBGXB
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant PreART Male, 15yrs and above",ZYP83r2IX8c.t0miCkniV3E
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant PreART Female, <1y",ZYP83r2IX8c.qhF0p1kUAw2
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant PreART Female, 1-14yrs",ZYP83r2IX8c.NdHJpiT98zw
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant PreART Female, 15yrs and above",ZYP83r2IX8c.s06wTVbIEMH
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant ART start Male, <1y",bEVcdH0uijI.eVqEasckOlz
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant ART start Male, 1-14yrs",bEVcdH0uijI.MT7agocBGXB
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant ART start Male, 15yrs and above",bEVcdH0uijI.t0miCkniV3E
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant ART start Female, <1y",bEVcdH0uijI.qhF0p1kUAw2
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant ART start Female, 1-14yrs",bEVcdH0uijI.NdHJpiT98zw
NHMIS Instance,NHMIS instance data element operands,"HIV+ pregnant ART start Female, 15yrs and above",bEVcdH0uijI.s06wTVbIEMH
NHMIS Instance,NHMIS instance data element operands,HIV PCR results HIV+women Male,G76BlXFbpf3.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,HIV PCR results HIV+women Female,G76BlXFbpf3.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,HIV PCR results infants2m,NJKxqqSh6e0
NHMIS Instance,NHMIS instance data element operands,HIV+ PCR infants 2m,wcO9W9xHEPG
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg ART Eligb CD4 ANC,drwLw40K963.qcpbM9XyCk3
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg ART Eligb CD4 Labour/Delivery,drwLw40K963.QYyBWmE5sal
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg ART Eligb CD4 Post partum,drwLw40K963.U83hf7Elwax
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg ART Eligibility ANC,Rd4E5ATXAnQ.qcpbM9XyCk3
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg ART Eligibility Labour/Delivery,Rd4E5ATXAnQ.QYyBWmE5sal
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg ART Eligibility Post partum,Rd4E5ATXAnQ.U83hf7Elwax
NHMIS Instance,NHMIS instance data element operands,HIV+ preg on ART prior,Cqh98QUpe5F
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg Combivir+sdNVP,TzsElprVglF
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg started AZT,P1pn8IT9GAg
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg sdNVP labour,YTruoGIay4X
NHMIS Instance,NHMIS instance data element operands,HIV+ Preg Started Triple,MgBSaZgwJHo
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, In-patients, 0-14yrs",hYbxQ1teFKc.x2ZTBo7UVLW
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, In-patients, 15-19 years",hYbxQ1teFKc.GOVHyS1JAbj
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, In-patients, 20-24 years",hYbxQ1teFKc.Y70NDavg2t6
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, In-patients, 25-49 years",hYbxQ1teFKc.WLgCYz4CtnQ
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, In-patients, 50+ years",hYbxQ1teFKc.OEomCUs0ecs
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, CT Site, 0-14yrs",hYbxQ1teFKc.juJwkShYGnn
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, CT Site, 15-19 years",hYbxQ1teFKc.buqHLpuUsM4
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, CT Site, 20-24 years",hYbxQ1teFKc.ARB4EKbghNy
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, CT Site, 25-49 years",hYbxQ1teFKc.kMg5PSysHxu
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, CT Site, 50+ years",hYbxQ1teFKc.yv9tqHYwKr5
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, TB Site, 0-14yrs",hYbxQ1teFKc.kcBprfAS83X
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, TB Site, 15-19 years",hYbxQ1teFKc.x3bQjK6qmR3
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, TB Site, 20-24 years",hYbxQ1teFKc.aFG9MORUdes
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, TB Site, 25-49 years",hYbxQ1teFKc.Qya2dxeF5Ej
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, TB Site, 50+ years",hYbxQ1teFKc.fXbnn8ZjNgY
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Blood bank, 0-14yrs",hYbxQ1teFKc.UkzsikSJ2Mv
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Blood bank, 15-19 years",hYbxQ1teFKc.Pa3rkN4Fp6J
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Blood bank, 20-24 years",hYbxQ1teFKc.NPY4FL5HbAP
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Blood bank, 25-49 years",hYbxQ1teFKc.EU1byqNDAPh
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Blood bank, 50+ years",hYbxQ1teFKc.XBdGES3a6cU
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, FP Site, 0-14yrs",hYbxQ1teFKc.qvVHzJ8Nk6r
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, FP Site, 15-19 years",hYbxQ1teFKc.Ts2m0FdiXRW
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, FP Site, 20-24 years",hYbxQ1teFKc.KNp06LMipvB
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, FP Site, 25-49 years",hYbxQ1teFKc.pukttp3JPHl
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, FP Site, 50+ years",hYbxQ1teFKc.foOBLXDmSiz
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Others, 0-14yrs",hYbxQ1teFKc.MRTlgNDo4t5
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Others, 15-19 years",hYbxQ1teFKc.jb3vupVuYiM
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Others, 20-24 years",hYbxQ1teFKc.cngcpQqqEQM
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Others, 25-49 years",hYbxQ1teFKc.Invb4xcWoZO
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Others, 50+ years",hYbxQ1teFKc.LfyLTy1EaYA
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Mobile, 0-14yrs",hYbxQ1teFKc.OpeS0iombOd
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Mobile, 15-19 years",hYbxQ1teFKc.GzZmMAFDRvP
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Mobile, 20-24 years",hYbxQ1teFKc.JgIaZDxU5Np
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Mobile, 25-49 years",hYbxQ1teFKc.XdfZ16XAHrJ
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Male, Mobile, 50+ years",hYbxQ1teFKc.ZHJY1YaSlAG
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, In-patients, 0-14yrs",hYbxQ1teFKc.cN9Z4DCxCof
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, In-patients, 15-19 years",hYbxQ1teFKc.BXKrZRIYRDa
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, In-patients, 20-24 years",hYbxQ1teFKc.iFjea6zn4S7
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, In-patients, 25-49 years",hYbxQ1teFKc.xLPPLnfqfn5
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, In-patients, 50+ years",hYbxQ1teFKc.ZFhl3uadK4S
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, CT Site, 0-14yrs",hYbxQ1teFKc.Nx4w7AmTWgo
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, CT Site, 15-19 years",hYbxQ1teFKc.AQhZZ922HD9
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, CT Site, 20-24 years",hYbxQ1teFKc.v9tIsZdWnMM
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, CT Site, 25-49 years",hYbxQ1teFKc.lGqr0zoXd4S
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, CT Site, 50+ years",hYbxQ1teFKc.m41cPLdbHUc
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, TB Site, 0-14yrs",hYbxQ1teFKc.nE0WHhvYadK
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, TB Site, 15-19 years",hYbxQ1teFKc.vjtwH81Bugg
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, TB Site, 20-24 years",hYbxQ1teFKc.JrMPINkQzLC
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, TB Site, 25-49 years",hYbxQ1teFKc.moA9UupO35P
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, TB Site, 50+ years",hYbxQ1teFKc.avRflObicdJ
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Blood bank, 0-14yrs",hYbxQ1teFKc.unCcJIDopR5
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Blood bank, 15-19 years",hYbxQ1teFKc.e5eeFKgv9Bl
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Blood bank, 20-24 years",hYbxQ1teFKc.CzSpbg7B20R
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Blood bank, 25-49 years",hYbxQ1teFKc.o284Ofkqglc
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Blood bank, 50+ years",hYbxQ1teFKc.gCtmBZfyEY2
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, FP Site, 0-14yrs",hYbxQ1teFKc.pUuPGj15AOb
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, FP Site, 15-19 years",hYbxQ1teFKc.ScVQyExta0M
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, FP Site, 20-24 years",hYbxQ1teFKc.J7XPwNbmV77
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, FP Site, 25-49 years",hYbxQ1teFKc.ldwvd0STMmG
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, FP Site, 50+ years",hYbxQ1teFKc.j48Jx9fQfqg
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Others, 0-14yrs",hYbxQ1teFKc.aQA036LXBJF
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Others, 15-19 years",hYbxQ1teFKc.dwRDCaGOUld
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Others, 20-24 years",hYbxQ1teFKc.keORQiPC8a4
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Others, 25-49 years",hYbxQ1teFKc.H42jaxMTPN2
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Others, 50+ years",hYbxQ1teFKc.DmXDHrUTdDC
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Mobile, 0-14yrs",hYbxQ1teFKc.FmzGpJ1hVjR
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Mobile, 15-19 years",hYbxQ1teFKc.NgjyQEX7viT
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Mobile, 20-24 years",hYbxQ1teFKc.ChQ8ZodpusY
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Mobile, 25-49 years",hYbxQ1teFKc.MlZhgQpSBEu
NHMIS Instance,NHMIS instance data element operands,"NbrHIVCounTestedResult Female, Mobile, 50+ years",hYbxQ1teFKc.v3BjfpNN2g3
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, In-patients, 0-14yrs",chAVQgRtAjO.x2ZTBo7UVLW
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, In-patients, 15-19 years",chAVQgRtAjO.GOVHyS1JAbj
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, In-patients, 20-24 years",chAVQgRtAjO.Y70NDavg2t6
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, In-patients, 25-49 years",chAVQgRtAjO.WLgCYz4CtnQ
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, In-patients, 50+ years",chAVQgRtAjO.OEomCUs0ecs
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, CT Site, 0-14yrs",chAVQgRtAjO.juJwkShYGnn
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, CT Site, 15-19 years",chAVQgRtAjO.buqHLpuUsM4
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, CT Site, 20-24 years",chAVQgRtAjO.ARB4EKbghNy
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, CT Site, 25-49 years",chAVQgRtAjO.kMg5PSysHxu
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, CT Site, 50+ years",chAVQgRtAjO.yv9tqHYwKr5
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, TB Site, 0-14yrs",chAVQgRtAjO.kcBprfAS83X
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, TB Site, 15-19 years",chAVQgRtAjO.x3bQjK6qmR3
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, TB Site, 20-24 years",chAVQgRtAjO.aFG9MORUdes
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, TB Site, 25-49 years",chAVQgRtAjO.Qya2dxeF5Ej
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, TB Site, 50+ years",chAVQgRtAjO.fXbnn8ZjNgY
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Blood bank, 0-14yrs",chAVQgRtAjO.UkzsikSJ2Mv
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Blood bank, 15-19 years",chAVQgRtAjO.Pa3rkN4Fp6J
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Blood bank, 20-24 years",chAVQgRtAjO.NPY4FL5HbAP
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Blood bank, 25-49 years",chAVQgRtAjO.EU1byqNDAPh
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Blood bank, 50+ years",chAVQgRtAjO.XBdGES3a6cU
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, FP Site, 0-14yrs",chAVQgRtAjO.qvVHzJ8Nk6r
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, FP Site, 15-19 years",chAVQgRtAjO.Ts2m0FdiXRW
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, FP Site, 20-24 years",chAVQgRtAjO.KNp06LMipvB
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, FP Site, 25-49 years",chAVQgRtAjO.pukttp3JPHl
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, FP Site, 50+ years",chAVQgRtAjO.foOBLXDmSiz
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Others, 0-14yrs",chAVQgRtAjO.MRTlgNDo4t5
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Others, 15-19 years",chAVQgRtAjO.jb3vupVuYiM
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Others, 20-24 years",chAVQgRtAjO.cngcpQqqEQM
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Others, 25-49 years",chAVQgRtAjO.Invb4xcWoZO
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Others, 50+ years",chAVQgRtAjO.LfyLTy1EaYA
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Mobile, 0-14yrs",chAVQgRtAjO.OpeS0iombOd
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Mobile, 15-19 years",chAVQgRtAjO.GzZmMAFDRvP
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Mobile, 20-24 years",chAVQgRtAjO.JgIaZDxU5Np
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Mobile, 25-49 years",chAVQgRtAjO.XdfZ16XAHrJ
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Male, Mobile, 50+ years",chAVQgRtAjO.ZHJY1YaSlAG
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, In-patients, 0-14yrs",chAVQgRtAjO.cN9Z4DCxCof
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, In-patients, 15-19 years",chAVQgRtAjO.BXKrZRIYRDa
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, In-patients, 20-24 years",chAVQgRtAjO.iFjea6zn4S7
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, In-patients, 25-49 years",chAVQgRtAjO.xLPPLnfqfn5
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, In-patients, 50+ years",chAVQgRtAjO.ZFhl3uadK4S
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, CT Site, 0-14yrs",chAVQgRtAjO.Nx4w7AmTWgo
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, CT Site, 15-19 years",chAVQgRtAjO.AQhZZ922HD9
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, CT Site, 20-24 years",chAVQgRtAjO.v9tIsZdWnMM
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, CT Site, 25-49 years",chAVQgRtAjO.lGqr0zoXd4S
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, CT Site, 50+ years",chAVQgRtAjO.m41cPLdbHUc
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, TB Site, 0-14yrs",chAVQgRtAjO.nE0WHhvYadK
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, TB Site, 15-19 years",chAVQgRtAjO.vjtwH81Bugg
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, TB Site, 20-24 years",chAVQgRtAjO.JrMPINkQzLC
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, TB Site, 25-49 years",chAVQgRtAjO.moA9UupO35P
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, TB Site, 50+ years",chAVQgRtAjO.avRflObicdJ
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Blood bank, 0-14yrs",chAVQgRtAjO.unCcJIDopR5
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Blood bank, 15-19 years",chAVQgRtAjO.e5eeFKgv9Bl
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Blood bank, 20-24 years",chAVQgRtAjO.CzSpbg7B20R
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Blood bank, 25-49 years",chAVQgRtAjO.o284Ofkqglc
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Blood bank, 50+ years",chAVQgRtAjO.gCtmBZfyEY2
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, FP Site, 0-14yrs",chAVQgRtAjO.pUuPGj15AOb
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, FP Site, 15-19 years",chAVQgRtAjO.ScVQyExta0M
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, FP Site, 20-24 years",chAVQgRtAjO.J7XPwNbmV77
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, FP Site, 25-49 years",chAVQgRtAjO.ldwvd0STMmG
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, FP Site, 50+ years",chAVQgRtAjO.j48Jx9fQfqg
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Others, 0-14yrs",chAVQgRtAjO.aQA036LXBJF
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Others, 15-19 years",chAVQgRtAjO.dwRDCaGOUld
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Others, 20-24 years",chAVQgRtAjO.keORQiPC8a4
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Others, 25-49 years",chAVQgRtAjO.H42jaxMTPN2
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Others, 50+ years",chAVQgRtAjO.DmXDHrUTdDC
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Mobile, 0-14yrs",chAVQgRtAjO.FmzGpJ1hVjR
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Mobile, 15-19 years",chAVQgRtAjO.NgjyQEX7viT
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Mobile, 20-24 years",chAVQgRtAjO.ChQ8ZodpusY
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Mobile, 25-49 years",chAVQgRtAjO.MlZhgQpSBEu
NHMIS Instance,NHMIS instance data element operands,"HIV test negative Female, Mobile, 50+ years",chAVQgRtAjO.v3BjfpNN2g3
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, In-patients, 0-14yrs",cogTSAIDsyK.x2ZTBo7UVLW
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, In-patients, 15-19 years",cogTSAIDsyK.GOVHyS1JAbj
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, In-patients, 20-24 years",cogTSAIDsyK.Y70NDavg2t6
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, In-patients, 25-49 years",cogTSAIDsyK.WLgCYz4CtnQ
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, In-patients, 50+ years",cogTSAIDsyK.OEomCUs0ecs
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, CT Site, 0-14yrs",cogTSAIDsyK.juJwkShYGnn
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, CT Site, 15-19 years",cogTSAIDsyK.buqHLpuUsM4
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, CT Site, 20-24 years",cogTSAIDsyK.ARB4EKbghNy
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, CT Site, 25-49 years",cogTSAIDsyK.kMg5PSysHxu
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, CT Site, 50+ years",cogTSAIDsyK.yv9tqHYwKr5
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, TB Site, 0-14yrs",cogTSAIDsyK.kcBprfAS83X
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, TB Site, 15-19 years",cogTSAIDsyK.x3bQjK6qmR3
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, TB Site, 20-24 years",cogTSAIDsyK.aFG9MORUdes
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, TB Site, 25-49 years",cogTSAIDsyK.Qya2dxeF5Ej
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, TB Site, 50+ years",cogTSAIDsyK.fXbnn8ZjNgY
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Blood bank, 0-14yrs",cogTSAIDsyK.UkzsikSJ2Mv
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Blood bank, 15-19 years",cogTSAIDsyK.Pa3rkN4Fp6J
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Blood bank, 20-24 years",cogTSAIDsyK.NPY4FL5HbAP
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Blood bank, 25-49 years",cogTSAIDsyK.EU1byqNDAPh
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Blood bank, 50+ years",cogTSAIDsyK.XBdGES3a6cU
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, FP Site, 0-14yrs",cogTSAIDsyK.qvVHzJ8Nk6r
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, FP Site, 15-19 years",cogTSAIDsyK.Ts2m0FdiXRW
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, FP Site, 20-24 years",cogTSAIDsyK.KNp06LMipvB
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, FP Site, 25-49 years",cogTSAIDsyK.pukttp3JPHl
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, FP Site, 50+ years",cogTSAIDsyK.foOBLXDmSiz
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Others, 0-14yrs",cogTSAIDsyK.MRTlgNDo4t5
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Others, 15-19 years",cogTSAIDsyK.jb3vupVuYiM
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Others, 20-24 years",cogTSAIDsyK.cngcpQqqEQM
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Others, 25-49 years",cogTSAIDsyK.Invb4xcWoZO
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Others, 50+ years",cogTSAIDsyK.LfyLTy1EaYA
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Mobile, 0-14yrs",cogTSAIDsyK.OpeS0iombOd
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Mobile, 15-19 years",cogTSAIDsyK.GzZmMAFDRvP
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Mobile, 20-24 years",cogTSAIDsyK.JgIaZDxU5Np
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Mobile, 25-49 years",cogTSAIDsyK.XdfZ16XAHrJ
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Male, Mobile, 50+ years",cogTSAIDsyK.ZHJY1YaSlAG
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Female, In-patients, 0-14yrs",cogTSAIDsyK.cN9Z4DCxCof
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Female, In-patients, 15-19 years",cogTSAIDsyK.BXKrZRIYRDa
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Female, In-patients, 20-24 years",cogTSAIDsyK.iFjea6zn4S7
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Female, In-patients, 25-49 years",cogTSAIDsyK.xLPPLnfqfn5
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Female, In-patients, 50+ years",cogTSAIDsyK.ZFhl3uadK4S
NHMIS Instance,NHMIS instance data element operands,"HIV test positive Female, CT Site, 0-14yrs",cogTSAIDsyK.Nx4w7AmTWgo
